PRODUCT ID_DEC,EPA REGISTRATION NUMBER_DEC,PRODUCT NAME_DEC,RESTRICTED USE_DEC,PRODUCT STATUS_DEC,COMPANY CODE_DEC,COMPANY NAME_DEC,PC_NAME_DEC,PC_PCT_DEC,PRODUCT TYPE_DEC,PRODUCT USE_DEC,EPA REGISTRATION NUMBER_EPA,PRODUCT NAME_EPA,PREVIOUS REG NUMBER_EPA,DISTRIBUTOR REG NUMBER_EPA,DISTRIBUTOR PRODUCT NAME_EPA,RESTRICTED USE_EPA,PRODUCT STATUS_EPA,COMPANY CODE_EPA,COMPANY NAME_EPA,PC_NAME_EPA,PC_PCT_EPA,PRODUCT TYPE_EPA
3160,3008-41,Osmose Cop-R-Nap,N,EXPIRED,003008,KOPPERS PERFORMANCE CHEMICALS,Copper Uversol / Amsco 140,"20.0, 80.0",WOOD PRESERVATIVE,INDUSTRIAL,,,,,,,,,,,,
3175,66073-10,Woolsey Yacht Copper Paint,N,EXPIRED,060061,KOP-COAT INC,Banacobru Ol,24.0,ANTIFOULANT,NON-CROP,,,,,,,,,,,,
3191,3073-37,Maxitox Fibre-Glass Anti-Fouling 775 Blue,N,EXPIRED,060061,KOP-COAT INC,C.I. 77402 / Aw 75-D,"50.0, 1.0",ANTIFOULANT,NON-CROP,,,,,,,,,,,,
3192,3073-38,Maxitox Fibre-Glass Anti-Fouling 774 Green,N,EXPIRED,060061,KOP-COAT INC,C.I. 77402 / Aw 75-D,"50.0, 1.0",ANTIFOULANT,NON-CROP,,,,,,,,,,,,
3193,3073-39,Maxitox Fiber-Glass Anti-Fouling 773 Red,N,EXPIRED,060061,KOP-COAT INC,Aw 75-D / C.I. 77402,"1.0, 52.0",ANTIFOULANT,NON-CROP,,,,,,,,,,,,
3482,12104-9-3635,Oxford Aqua Treat III,N,EXPIRED,003635,DUBOIS CHEMICALS INC,Busan 77,60.0,ALGAECIDE,NON-CROP,,,,,,,,,,,,
3690,4581-16,Penncap M For Experimental Use,N,EXPIRED,004581,CEREXAGRI INC,Folidol M / Xylene Range Aromatic Solvent,"22.0, 5.61",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
3691,4581-28,Knox Out 2 Fm Insecticide,N,EXPIRED,004581,CEREXAGRI INC,Diazinon,23.0,INSECTICIDE,NON-CROP,,,,,,,,,,,,
3692,4581-35,Topsin M,N,EXPIRED,004581,CEREXAGRI INC,Thiophanate-Methyl,70.0,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
3712,51130-1,Penncap-M,N,EXPIRED,004581,CEREXAGRI INC,Folidol M / Socal Aquatic Solvent 3501,"22.0, 4.9",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
3713,51130-2,Penncap-M,N,EXPIRED,004581,CEREXAGRI INC,Socal Aquatic Solvent 3501 / Folidol M,"4.9, 22.0",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
3714,51130-3,Penncap-M,N,EXPIRED,004581,CEREXAGRI INC,Folidol M / Socal Aquatic Solvent 3501,"22.0, 4.9",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
3749,4682-1,Wilbert Fresh Pine Scent,N,EXPIRED,004682,WILBERT PRODUCTS CO INC,"Pine Oil / Ethylenediaminetetraacetic Acid, Sodium Salt / Soap / Arquad Dmcb, Component Of    (With 169108) / Bio-Clave","15.0, 0.3, 8.5, 6.0, 2.0",DISINFECTANT,HOUSEHOLD,,,,,,,,,,,,
4291,51270-2,Prentox Rotenox 5Ec,N,EXPIRED,000655,PRENTISS LLC,Ent-133 / Cube Resins Other Than Rotenone / Xylene Range Aromatic Solvent,"5.0, 7.5, 81.5",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
4385,731-39,Organic Bt Liquid Concentrate Insect Spray,N,EXPIRED,000270,FARNAM COMPANIES INC,Abg-6389,100.0,INSECTICIDE,HOME GARDEN,,,,,,,,,,,,
4390,748-18,Cobra 2E,N,EXPIRED,000748,AXIALL LLC,Lactofen,23.2,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
4449,769-46,Security Dipel Spray,N,EXPIRED,000769,VALUE GARDEN SUPPLY LLC,Abg-6389,0.8,INSECTICIDE,HOME GARDEN,,,,,,,,,,,,
5066,2123-121-1023,Banol Turf And Ornamental Fungicide,N,EXPIRED,001023,PHARMACIA & UPJOHN COMPANY,Propamocarb,66.5,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
5765,1471-EUP-82,Cutlass 50W Turf Plant Growth Regulator,N,EXPIRED,001471,ELANCO PRODUCTS COMPANY,Flurprimidol,50.0,GROWTH REGULATOR,TURF,,,,,,,,,,,,
5792,51200-1,Treflan Ec,N,EXPIRED,001471,ELANCO PRODUCTS COMPANY,Trifluralin,44.5,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
6053,4829-71,Mint Scent Bi-Quat Disinfectant Cleaner,N,SUSPENDED,004829,COASTAL INDUSTRIES,"Btc 2125, Component Of    (With 069111) / Btc 2125M, Component Of     (With 069104)","1.6, 1.6",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
6056,4829-76-9291,Pool-Trol 7-Day Universal In-Line Chlorinating Tablet Cartridge,N,EXPIRED,004829,COASTAL INDUSTRIES,Acl 85,99.3,DISINFECTANT,SWIMMING POOLS/SPAS,,,,,,,,,,,,
6802,NY800004,Gro-Green 3 Way Grub Blaster,N,EXPIRED,006665,GRO GREEN PRODUCTS INC,Chlorpyrifos / Benefin,"1.14, 0.85",,TURF,,,,,,,,,,,,
6868,6720-89,Sodium Fluoride 40,N,EXPIRED,006720,SOUTHERN MILL CREEK PRODUCTS COINC,Alcoa Sodium Fluoride,39.0,INSECTICIDE,RESIDENTIAL,,,,,,,,,,,,
7205,1258-1049-7501,Terra-Coat Lt-2N Seed Treatment Fungicide,N,EXPIRED,007501,GUSTAFSON LLC,Pcnb  (= Pentachloronitrobenzene),23.7,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
7206,1258-1049-7501,Gustafson Lt-2Gn Solution Seed Treatment,N,EXPIRED,007501,GUSTAFSON LLC,Pcnb  (= Pentachloronitrobenzene),23.7,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
7209,1352-31-7501,Gustafson Rtu-Pcnb Seed Protectant,N,EXPIRED,007501,GUSTAFSON LLC,Pcnb  (= Pentachloronitrobenzene),24.0,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
7833,8770-8,Excell Triple Action Cedar Block,N,EXPIRED,008770,EXCELL CHEMICAL PROD CO,"Oils, Jasmine / P-Dichlorobenzene","0.5, 99.5",INSECTICIDE,HOUSEHOLD,,,,,,,,,,,,
7834,8770-9,Excell Triple Action Moth Brick,N,EXPIRED,008770,EXCELL CHEMICAL PROD CO,"P-Dichlorobenzene / Oils, Jasmine","99.5, 0.5",INSECTICIDE,HOUSEHOLD,,,,,,,,,,,,
8254,44215-83-9859,Lanco Parathion E-8,N,SUSPENDED,009859,LANDIA CHEMICAL COMPANY,Parathion / Socal Aquatic Solvent 3501,"80.0, 8.78",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
8530,10182-EUP-30,Flex 2Lc Herbicide,N,EXPIRED,010182,ZENECA AG PRODUCTS,Flex,21.7,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
8974,11339-1,Kleen-King #990 Germicidal Sanitizer,N,EXPIRED,011339,BRITT TECH CORP,"Bardac 205 M, Component Of (With 069105, 069165, 069166. 069149) / Bardac Lf / Bardac 2050","3.0, 1.125, 2.25",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
9036,41632-61-11524,Activate,N,EXPIRED,011524,HALBRO CONTROL INDUSTRIES INC,Buhach / Piperonyl Butoxide / Amsco 140,"0.3, 1.0, 98.7",INSECTICIDE,HOUSEHOLD,,,,,,,,,,,,
9150,11619-2,Kemicide 300 Slime Control,N,SUSPENDED,011619,CHEMICAL TESTING CORP,Aceto Sdd 40 / Chem-Bam,"15.0, 15.0",FUNGICIDE,INDUSTRIAL,,,,,,,,,,,,
9501,15127-8,Aqua Clear Aqua Chlor,N,EXPIRED,015127,AQUA CLEAR INDUSTRIES INC,Lithium Hypochlorite,29.0,DISINFECTANT,SWIMMING POOLS/SPAS,,,,,,,,,,,,
9516,15144-2,Aqua-Cide 55,N,SUSPENDED,015144,GOTHAM CHEMICAL CO,Busan 77,10.0,ALGAECIDE,INDUSTRIAL,,,,,,,,,,,,
9517,15144-4,Aqua-Cide 100,N,SUSPENDED,015144,GOTHAM CHEMICAL CO,"Busan 881 (Use 3 Code Nos. 004205, 039002 And 063301) / Busan 881 (Use 3 Code Nos. 004205, 039002 And 063301)","3.68, 5.07",ALGAECIDE,INDUSTRIAL,,,,,,,,,,,,
9675,50580-1,Ace Swimserv 50-28 Algicide Concentrate,N,EXPIRED,023309,ACE SWIMSERV INC,"Alkyl* Dimethyl Benzyl Ammonium Chloride *(58%C14, 28%C16, 14%C12)",10.0,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
9815,50870-1,American Wax Gar-Deo,N,EXPIRED,032970,AMERICAN CLEANING SOLUTIONS INC,Barquat Oj-50 / Sodium Carbonate,"2.0, 1.5",DISINFECTANT,RESIDENTIAL,,,,,,,,,,,,
9816,50870-1,Edmar Gar-Deo,N,EXPIRED,032970,AMERICAN CLEANING SOLUTIONS INC,Barquat Oj-50 / Sodium Carbonate,"2.0, 1.5",DISINFECTANT,RESIDENTIAL,,,,,,,,,,,,
9817,50870-1,Development Service & Supply Distroy,N,EXPIRED,032970,AMERICAN CLEANING SOLUTIONS INC,Barquat Oj-50 / Sodium Carbonate,"2.0, 1.5",DISINFECTANT,RESIDENTIAL,,,,,,,,,,,,
9868,3190-20-34093,Sun Ban S,N,SUSPENDED,034093,SUNSHINE CHEMICAL SPECIALTIESINC,Aceto Sdd 40 / Chem-Bam,"4.5, 4.5",ALGAECIDE,INDUSTRIAL,,,,,,,,,,,,
9892,476-2040-34688,Intercide Tmp,N,EXPIRED,034688,AKZO NOBEL SURFACE CHEMISTRY LLC,Folpet,88.0,FUNGICIDE,MANUFACTURING,,,,,,,,,,,,
9894,11000-56-34688,Intercide Pma-18%,N,EXPIRED,034688,AKZO NOBEL SURFACE CHEMISTRY LLC,Agrosan,30.0,FUNGICIDE,INDUSTRIAL,,,,,,,,,,,,
10630,76641-8-44797,Surflo-B20,N,EXPIRED,044797,EXXON CHEMICAL COMPANY,Paraformaldehyde,91.0,DISINFECTANT,NON-CROP,,,,,,,,,,,,
10831,4816-4825-48989,Like Magic Rose & Flower Insecticide,N,SUSPENDED,048989,GROW CONSUMER PRODUCTS INC,Buhach / Piperonyl Butoxide,"0.02, 0.2",INSECTICIDE,MANUFACTURING,,,,,,,,,,,,
10878,50090-1,Arrow Insect Killer,N,EXPIRED,050090,ARROW PEST CONTROL OF SYRACUSE INC,Diazinon / Piperonyl Butoxide / Buhach / Amsco 140,"0.5, 0.261, 0.052, 99.187",INSECTICIDE,HOUSEHOLD,,,,,,,,,,,,
10993,51120-4,Tok E-25 Or Tok Wp-50 + Tenoran 50Wp On Onions,N,EXPIRED,051120,NYS COLLEGE OF AGRICULTURE AND,Chloroxuron,50.0,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
11073,8901-32,Komeen Aquatic Herbicide,N,EXPIRED,001812,GRIFFIN LLC C/O DUPONT CROP PROTECT,Komeen,8.0,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
11074,9680-21-5130,King Pine Fly & Mosquito Killer,N,EXPIRED,005130,JOHNSON CHEMICAL CO INC,Resmethrin / Amsco 140,"0.284, 0.332",INSECTICIDE,HOME GARDEN,,,,,,,,,,,,
11093,11237-2-45639,Sok-Bt Liquid Concentrate,N,EXPIRED,045639,AGREVO USA COMPANY,Abg-6389 / Amsco 140,"0.8, 3.0",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
11101,731-39,Sudbury Organic Bt Insect Spray,N,EXPIRED,000270,FARNAM COMPANIES INC,Abg-6389,1.76,INSECTICIDE,HOME GARDEN,,,,,,,,,,,,
11163,4316-381-8253,Ydp Lice Spray,N,EXPIRED,008220,CARTER-WALLACE INC,"Resmethrin / Aromatic Petroleum Distillate, Oil, Solvent Or Hydrocarbons","0.568, 0.664",INSECTICIDE,HOUSEHOLD,,,,,,,,,,,,
11192,6095-6095-47187,"Tri-Septic Quatinary Deodorizer, Detergent & Germicide",N,SUSPENDED,047187,BOWMARK INDUSTRIES,"Btc 2125M, Component Of     (With 069104) / Ethanol / Sodium Nitrite / Sodium Carbonate / Edta Tetrasodium Salt / Oils, Jasmine / Arquad Dmcb, Component Of    (With 169108) / Btc 2125, Component Of    (With 069111)","2.5, 1.25, 0.3, 0.25, 0.2, 1.0, 9.9, 2.5",DISINFECTANT,STRUCTURAL,,,,,,,,,,,,
11321,7710-38,Q-Mist Air Sanitizer Mist,N,EXPIRED,009444,WATERBURY COMPANIES,Triethylene Glycol,7.7,DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
11323,1769-274,D.O.A. Wasp Spray,N,SUSPENDED,039336,FRIENDLY SYSTEMS,Buhach / Piperonyl Butoxide / Mgk 264 / Amsco 140 / Bay 39007,"0.15, 0.37, 0.37, 11.61, 1.0",INSECTICIDE,INDUSTRIAL,,,,,,,,,,,,
11471,9205-21,Green Thumb Dursban 2E,N,SUSPENDED,009205,AGRO-CHEM INC,Chlorpyrifos / Amsco 140,"20.5, 70.6",INSECTICIDE,TURF,,,,,,,,,,,,
11473,9205-44,Green Thumb Gard-X Oil Spray,N,EXPIRED,009205,AGRO-CHEM INC,"Pyrethrum Extract, Solvent For (Use 2 Code Nos. 063501 And 069001)",98.0,INSECTICIDE,TURF,,,,,,,,,,,,
11474,9205-102,Green Thumb 50% Malathion Ec,N,SUSPENDED,009205,AGRO-CHEM INC,Malathion  (No Inert Use) / Methylated Naphthalenes,"50.0, 39.0",INSECTICIDE,TURF,,,,,,,,,,,,
11475,9205-33,Green Thumb Diazinon 4E,N,SUSPENDED,009205,AGRO-CHEM INC,Chlorpyrifos / Diazinon,"30.0, 47.5",INSECTICIDE,TURF,,,,,,,,,,,,
11586,524-EUP-63,Roundup Preharvest Corn,N,EXPIRED,000524,BAYER CROPSCIENCE LP,Cp 70139,41.0,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
11644,275-EUP-48,Abg-3035,N,EXPIRED,000275,ABBOTT LABORATORIES,Activol,2.0,GROWTH REGULATOR,AGRICULTURAL,,,,,,,,,,,,
11877,41750-36,Awlgrip Awlstar Anti-Fouling Silver Label,N,EXPIRED,041750,INTERNATIONAL PAINT LLC,Tributyltin Methacrylate / Tributyltin Fluoride,"11.8, 4.1",ANTIFOULANT,INDUSTRIAL,,,,,,,,,,,,
11878,41750-43,Awlgrip Awlstar Anti-Fouling White Label,N,EXPIRED,041750,INTERNATIONAL PAINT LLC,C.I. 77402 / Tributyltin Fluoride,"44.46, 2.47",ANTIFOULANT,INDUSTRIAL,,,,,,,,,,,,
11879,41750-14,Awlgrip Awlstar Anti-Fouling Vinyl Lock #73121 Gray,N,EXPIRED,041750,INTERNATIONAL PAINT LLC,Tributyltin Fluoride,11.5,ANTIFOULANT,INDUSTRIAL,,,,,,,,,,,,
11888,707-EUP-105,Systhane 40W,N,EXPIRED,000707,"NUTRITION & BIOSCIENCES USA 2, LLC",Myclobutanil,40.0,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
12014,476-2040-8489,Cosan P,N,SUSPENDED,008489,COSAN CHEMICAL CORP,Folpet,88.0,FUNGICIDE,MANUFACTURING,,,,,,,,,,,,
12051,41632-175-37326,Degerm I,N,EXPIRED,037326,MAGNUM RESEARCH CORP,"Alkyl* Dimethyl Benzyl Ammonium Chloride *(58%C14, 28%C16, 14%C12)",2.0,DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
12052,41632-177-37326,Pine Guard I,N,EXPIRED,037326,MAGNUM RESEARCH CORP,"Pine Oil / Alkyl* Dimethyl Benzyl Ammonium Chloride *(58%C14, 28%C16, 14%C12)","3.95, 1.97",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
12060,41632-171-37326,Lemon Disinfectant,N,EXPIRED,037326,MAGNUM RESEARCH CORP,"Alkyl* Dimethyl Benzyl Ammonium Chloride *(58%C14, 28%C16, 14%C12)",2.0,DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
12096,239-EUP-111,Danitol 2.4 Ec Spray,N,EXPIRED,000239,THE ORTHO GROUP,Fenpropathrin,30.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
12116,239-EUP-104,Danitol 2.4Ec Spray,N,EXPIRED,000239,THE ORTHO GROUP,Fenpropathrin,30.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
12138,8340-EUP-9,Acclaim 1 Ec Herbicide,N,EXPIRED,008340,CLARIANT CORPORATION,,,HERBICIDE,TURF,,,,,,,,,,,,
12173,15127-8,Pool Brite Lithium Hypochlorite,N,EXPIRED,015127,AQUA CLEAR INDUSTRIES INC,Lithium Hypochlorite,29.0,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
12174,15127-8,Hudson Valley Aqua Chlor,N,EXPIRED,015127,AQUA CLEAR INDUSTRIES INC,Lithium Hypochlorite,29.0,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
12251,10182-EUP-39,Clipper 2Sc,N,EXPIRED,010182,ZENECA AG PRODUCTS,Paclobutrazol,22.9,GROWTH REGULATOR,NON-CROP,,,,,,,,,,,,
12297,45383-4-35558,Ready To Use Indoor/Outdoor Insect Killer,N,SUSPENDED,035558,BRADLEY EXTERMINATING COMPANY,Diazinon / Piperonyl Butoxide / Amsco 140 / Buhach,"0.5, 0.261, 98.608, 0.052",INSECTICIDE,HOUSEHOLD,,,,,,,,,,,,
12397,3125-EUP-193,Baythroid 2 Ec,N,EXPIRED,003125,BAYER CORP AG DIVISION,,,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
12398,3125-EUP-196,Baythroid 2 Ec,N,EXPIRED,003125,BAYER CORP AG DIVISION,,,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
12418,10182-EUP-41,Karate,N,EXPIRED,010182,ZENECA AG PRODUCTS,,,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
12422,352-EUP-116,Escort Herbicide,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,,,HERBICIDE,,,,,,,,,,,,,
12423,352-EUP-121,Harmony Herbicide,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,Thifensulfuron Methyl,75.0,HERBICIDE,,,,,,,,,,,,,
12424,352-EUP-122,Savey Miticide,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,,,MITICIDE,,,,,,,,,,,,,
12425,352-EUP-127,Nustar Fungicide,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,,,FUNGICIDE,,,,,,,,,,,,,
12426,352-EUP-126,Nustar Fungicide,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,,,FUNGICIDE,,,,,,,,,,,,,
12427,352-EUP-125,Nustar Fungicide,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,,,FUNGICIDE,,,,,,,,,,,,,
12505,10182-EUP-36,Bonzi Plant Growth Regulator,N,EXPIRED,010182,ZENECA AG PRODUCTS,Paclobutrazol,0.4,GROWTH REGULATOR,NURSERY,,,,,,,,,,,,
12554,352-EUP-123,"Nustar Powdery Mildew, Scab, Rust On Apples",N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,,,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
12555,11724-94,Intex 8740 Weed Killer,N,SUSPENDED,011724,INTEX PRODUCTS INC,"Aromatic Petroleum Distillate, Oil, Solvent Or Hydrocarbons / Isooctyl(2-Octyl) 2,4-Dichlorophenoxyacetate / Bromacil / Dowicide 7","96.88, 1.0, 0.98, 0.89",HERBICIDE,INDUSTRIAL,,,,,,,,,,,,
12557,11724-139,Intex 8052 Four Shot Bowl Cleaner,N,SUSPENDED,011724,INTEX PRODUCTS INC,"Bardac 2050 / Bardac Lf / Arquad 10 / Bardac 205 M, Component Of (With 069105, 069165, 069166. 069149) / Hydrogen Chloride (=Hydrochloric Acid, Anhydrous)","0.225, 0.1125, 0.1125, 0.3, 9.6",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
12577,12319-80011,Hartz Blockade For Dogs,N,EXPIRED,002596,THE HARTZ MOUNTAIN CORP,Belmark / Chigger-Wash,"0.09, 9.0",INSECTICIDE,DOMESTIC ANIMALS,,,,,,,,,,,,
12603,37425-15-50125,Equicare Flysect Super-C Repellent Concentrate,N,SUSPENDED,050125,MCCULLOUGH CARTWRIGHT,"Permethrin, Mixed Cis,Trans / Buhach / Piperonyl Butoxide / Mgk 264 / Ent-17591 / Mgk Repellent R-11","1.0, 0.5, 1.85, 3.1, 1.25, 1.25",INSECTICIDE,DOMESTIC ANIMALS,,,,,,,,,,,,
12624,279-EUP-104,"Brigade 10 Wp, Strawberries",N,EXPIRED,000279,FMC CORP AG PRODUCTS GROUP,,,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
